X,Y,id,snow.auc,snow.av,2023-07-02,2023-07-12,2023-07-18,2023-07-26
639415,7691715,279,5,0.25,1,0,0,0
639425,7691715,280,5,0.25,1,0,0,0
639435,7691715,281,5.1044,0.2532625,1,0.01305,0,0
639445,7691715,282,8.7816,0.368175,1,0.4727,0,0
639455,7691715,283,8.3026,0.35320625,1,0.412825,0,0
639465,7691715,284,8.8788,0.3712125,1,0.48485,0,0
639475,7691715,285,6.6508,0.3015875,1,0.20635,0,0
639485,7691715,286,5,0.25,1,0,0,0
639245,7691705,294,14.3793332510578,0.555619265691114,0.95,0.722,0.550475,2.06276445698166e-06
639255,7691705,295,5.48479061538462,0.240582225961538,0.7118,0.1721,0.078425,3.90384615384615e-06
639265,7691705,296,10.9569683133526,0.436951144584539,0.92475,0.57185,0.2512,4.57833815626292e-06
639275,7691705,297,8.05376993977199,0.34554499623575,1,0.378525,0.00365,4.9849429984943e-06
639285,7691705,298,11.0408254935258,0.441239093345362,1,0.68615,0.0788,6.37338144767565e-06
639295,7691705,299,9.53325317045688,0.390914260653555,0.988975,0.565625,0.00905,7.04261421839787e-06
639305,7691705,300,12.0411021035285,0.475220443970531,0.925475,0.5859,0.3895,6.7758821248546e-06
639315,7691705,301,11.768248957323,0.467857747332687,0.922875,0.514,0.43455,5.98933074684772e-06
639325,7691705,302,7.57018034246575,0.33117689640411,0.9774,0.25205,0.09525,7.58561643835618e-06
639335,7691705,303,3.89408855559801,0.190383659724876,0.7315,0.026375,0.00365,9.638899503248e-06
639345,7691705,304,1.894125,0.09470625,0.378825,0,0,0
639355,7691705,305,1.1565,0.057825,0.2313,0,0,0
639365,7691705,306,0.0285352893235534,0.00111470558272209,0.00195,0.00125,0.00125,8.82233088834555e-06
639375,7691705,307,0.0282862144857943,0.00116476340536214,0.00265,0.001,0.001,9.05362144857943e-06
639385,7691705,308,0.001125,5.625e-05,0.000225,0,0,0
639395,7691705,309,0.227,0.01135,0.0454,0,0,0
639405,7691705,310,3.681,0.18405,0.7362,0,0,0
639415,7691705,311,5,0.25,1,0,0,0
639425,7691705,312,5,0.25,1,0,0,0
639435,7691705,313,5,0.25,1,0,0,0
639445,7691705,314,5.2776,0.258675,1,0.0347,0,0
639455,7691705,315,5.519175,0.2662125,0.999875,0.064975,0,0
639465,7691705,316,5,0.25,1,0,0,0
639475,7691705,317,5,0.25,1,0,0,0
639485,7691705,318,5.0015346474602,0.250052165466262,1,0.0001,0.0001,8.66186504927975e-06
639245,7691695,326,12.8822831451843,0.508863009074021,0.9746,0.583325,0.477525,2.0362960845956e-06
639255,7691695,327,15.7511022547584,0.604462640922401,0.977475,0.7811,0.659275,5.63689604685212e-07
639265,7691695,328,14.3069433320811,0.556888645755071,0.999975,0.714025,0.51355,4.58302028549962e-06
639275,7691695,329,13.5953252045827,0.528032825286416,1,0.810425,0.3017,6.3011456628478e-06
639285,7691695,330,8.41712643284859,0.356582902053037,0.997275,0.427375,0.001675,6.6082121471343e-06
639295,7691695,331,5.9878,0.2800625,0.9914,0.12885,0,0
639305,7691695,332,5.91361734345351,0.279769833965844,1,0.080075,0.039,4.3358633776091e-06
639315,7691695,333,17.4246105603448,0.660725660021552,1,0.9243,0.7186,2.64008620689655e-06
639325,7691695,334,19.099262337011,0.71685077106319,0.9625,0.95245,0.95245,3.08425275827483e-06
639335,7691695,335,16.4814402571927,0.625107203574542,0.924025,0.8265,0.7499,3.81429816913688e-06
639345,7691695,336,4.30405383545667,0.173876802216042,0.3766,0.188725,0.130175,7.20886416651713e-06
639355,7691695,337,0,0,0,0,0,0
639365,7691695,338,0,0,0,0,0,0
639375,7691695,339,0.1725,0.008625,0.0345,0,0,0
639385,7691695,340,0.122625,0.00613125,0.024525,0,0,0
639395,7691695,341,1.17425,0.0587125,0.23485,0,0,0
639405,7691695,342,4.765375,0.23826875,0.953075,0,0,0
639415,7691695,343,4.58,0.229,0.916,0,0,0
639425,7691695,344,4.90275,0.2451375,0.98055,0,0,0
639435,7691695,345,5,0.25,1,0,0,0
639445,7691695,346,4.9015,0.245075,0.9803,0,0,0
639455,7691695,347,4.998,0.2499,0.9996,0,0,0
639465,7691695,348,5,0.25,1,0,0,0
639475,7691695,349,5,0.25,1,0,0,0
639485,7691695,350,5,0.25,1,0,0,0
639245,7691685,358,0.44075,0.0220375,0.08815,0,0,0
639255,7691685,359,0.088,0.0044,0.0176,0,0,0
639265,7691685,360,0.595875,0.02979375,0.119175,0,0,0
639275,7691685,361,2.0935,0.104675,0.4187,0,0,0
639285,7691685,362,1.74925,0.0874625,0.34985,0,0,0
639295,7691685,363,4.367875,0.21839375,0.873575,0,0,0
639305,7691685,364,5,0.25,1,0,0,0
639315,7691685,365,3.60700934119961,0.173838083824975,0.651675,0.0429,0.000775,2.33529990167158e-06
639325,7691685,366,6.36133790616459,0.258357056635287,0.5776,0.28255,0.173275,3.22654114788948e-06
639335,7691685,367,12.3078368353345,0.475794489708405,0.815725,0.61705,0.4704,2.95883361921098e-06
639345,7691685,368,12.6725707151665,0.493988794697904,0.89465,0.6302,0.4511,5.17879161528978e-06
639355,7691685,369,1.588925,0.0721375,0.239825,0.048725,0,0
639365,7691685,370,0.01675,0.0008375,0.00335,0,0,0
639375,7691685,371,0,0,0,0,0,0
639385,7691685,372,0.14425,0.0072125,0.02885,0,0,0
639395,7691685,373,0.1565,0.007825,0.0313,0,0,0
639405,7691685,374,0.927875,0.04639375,0.185575,0,0,0
639415,7691685,375,1.72925,0.0864625,0.34585,0,0,0
639425,7691685,376,2.4305,0.121525,0.4861,0,0,0
639435,7691685,377,3.995625,0.19978125,0.799125,0,0,0
639445,7691685,378,4.581875,0.22909375,0.916375,0,0,0
639455,7691685,379,5,0.25,1,0,0,0
639465,7691685,380,5,0.25,1,0,0,0
639475,7691685,381,5,0.25,1,0,0,0
639485,7691685,382,5,0.25,1,0,0,0
639245,7691675,390,0.0245,0.001225,0.0049,0,0,0
639255,7691675,391,0.02075,0.0010375,0.00415,0,0,0
639265,7691675,392,0.0025,0.000125,0.0005,0,0,0
639275,7691675,393,1.0305,0.051525,0.2061,0,0,0
639285,7691675,394,2.484,0.1242,0.4968,0,0,0
639295,7691675,395,5,0.25,1,0,0,0
639305,7691675,396,5,0.25,1,0,0,0
639315,7691675,397,1.243625,0.06218125,0.248725,0,0,0
639325,7691675,398,0.171,0.00855,0.0342,0,0,0
639335,7691675,399,4.39586861198738,0.191857413249211,0.56295,0.149775,0.0547,4.65299684542587e-06
639345,7691675,400,15.2813102936983,0.590169393356145,1,0.756575,0.6041,2.5734245794126e-06
639355,7691675,401,13.3069719727891,0.52026387329932,0.9517,0.643,0.48635,5.49319727891158e-06
639365,7691675,402,9.46583529305026,0.379770955815641,0.81415,0.460575,0.24435,8.82326256577752e-06
639375,7691675,403,3.376425,0.16215,0.604125,0.044475,0,0
639385,7691675,404,0.668,0.0334,0.1336,0,0,0
639395,7691675,405,0.001875,9.375e-05,0.000375,0,0,0
639405,7691675,406,0.96525,0.0482625,0.19305,0,0,0
639415,7691675,407,2.268375,0.11341875,0.453675,0,0,0
639425,7691675,408,1.176,0.0588,0.2352,0,0,0
639435,7691675,409,3.936125,0.19680625,0.787225,0,0,0
639445,7691675,410,4.999125,0.24995625,0.999825,0,0,0
639455,7691675,411,5,0.25,1,0,0,0
639465,7691675,412,5,0.25,1,0,0,0
639475,7691675,413,4.99975,0.2499875,0.99995,0,0,0
639235,7691665,421,0,0,0,0,0,0
639245,7691665,422,0,0,0,0,0,0
639255,7691665,423,0,0,0,0,0,0
639265,7691665,424,0,0,0,0,0,0
639275,7691665,425,3.596125,0.17980625,0.719225,0,0,0
639285,7691665,426,4.087125,0.20435625,0.817425,0,0,0
639295,7691665,427,5,0.25,1,0,0,0
639305,7691665,428,5,0.25,1,0,0,0
639315,7691665,429,3.4095,0.170475,0.6819,0,0,0
639325,7691665,430,0.169125,0.00845625,0.033825,0,0,0
639335,7691665,431,3.560275,0.17796875,0.711575,0.0003,0,0
639345,7691665,432,3.777425,0.188425,0.750725,0.002975,0,0
639355,7691665,433,1.41894767818575,0.0626889173866091,0.1885,0.040675,0.021575,5.6695464362851e-06
639365,7691665,434,9.74570617505995,0.392826948441247,0.885375,0.517325,0.1686,7.7937649880096e-06
639375,7691665,435,7.19236648916803,0.315783843073002,0.9669,0.28425,0.011975,1.03722920080102e-05
639385,7691665,436,1.53,0.0765,0.306,0,0,0
639395,7691665,437,0.22925,0.0114625,0.04585,0,0,0
639405,7691665,438,0.46,0.023,0.092,0,0,0
639415,7691665,439,0.2955,0.014775,0.0591,0,0,0
639425,7691665,440,1.993625,0.09968125,0.398725,0,0,0
639435,7691665,441,4.898375,0.24491875,0.979675,0,0,0
639445,7691665,442,5,0.25,1,0,0,0
639455,7691665,443,5.0002,0.25000625,1,2.5e-05,0,0
639465,7691665,444,4.826125,0.24130625,0.965225,0,0,0
639475,7691665,445,4.52275,0.2261375,0.90455,0,0,0
639235,7691655,453,0.004625,0.00023125,0.000925,0,0,0
639245,7691655,454,1.3955,0.069775,0.2791,0,0,0
639255,7691655,455,4.01125,0.2005625,0.80225,0,0,0
639265,7691655,456,4.0125,0.200625,0.8025,0,0,0
639275,7691655,457,4.867125,0.24335625,0.973425,0,0,0
639285,7691655,458,4.997125,0.24985625,0.999425,0,0,0
639295,7691655,459,5,0.25,1,0,0,0
639305,7691655,460,5,0.25,1,0,0,0
639315,7691655,461,4.15675,0.2078375,0.83135,0,0,0
639325,7691655,462,1.481125,0.07405625,0.296225,0,0,0
639335,7691655,463,0.12175,0.0060875,0.02435,0,0,0
639345,7691655,464,0.889875,0.04449375,0.177975,0,0,0
639355,7691655,465,0,0,0,0,0,0
639365,7691655,466,1.014075,0.0502125,0.197575,0.003275,0,0
639375,7691655,467,5.12925,0.24991875,0.95605,0.043625,0,0
639385,7691655,468,3.262675,0.16293125,0.650375,0.00135,0,0
639395,7691655,469,0.19725,0.0098625,0.03945,0,0,0
639405,7691655,470,0.891,0.04455,0.1782,0,0,0
639415,7691655,471,2.697,0.13485,0.5394,0,0,0
639425,7691655,472,4.263625,0.21318125,0.852725,0,0,0
639435,7691655,473,5,0.25,1,0,0,0
639445,7691655,474,5,0.25,1,0,0,0
639455,7691655,475,5,0.25,1,0,0,0
639465,7691655,476,3.344875,0.16724375,0.668975,0,0,0
639475,7691655,477,3.636375,0.18181875,0.727275,0,0,0
639235,7691645,485,3.667875,0.18339375,0.733575,0,0,0
639245,7691645,486,4.9475,0.247375,0.9895,0,0,0
639255,7691645,487,4.96775,0.2483875,0.99355,0,0,0
639265,7691645,488,3.503625,0.17518125,0.700725,0,0,0
639275,7691645,489,4.33875,0.2169375,0.86775,0,0,0
639285,7691645,490,5,0.25,1,0,0,0
639295,7691645,491,5.0874,0.25273125,1,0.010925,0,0
639305,7691645,492,5,0.25,1,0,0,0
639315,7691645,493,2.5425,0.127125,0.5085,0,0,0
639325,7691645,494,0,0,0,0,0,0
639335,7691645,495,0.035375,0.00176875,0.007075,0,0,0
639345,7691645,496,0.5025,0.025125,0.1005,0,0,0
639355,7691645,497,0,0,0,0,0,0
639365,7691645,498,2.657125,0.13285625,0.531425,0,0,0
639375,7691645,499,4.79325,0.2396625,0.95865,0,0,0
639385,7691645,500,5.7799,0.27033125,0.9569,0.124425,0,0
639395,7691645,501,7.77049311177126,0.330858944485704,0.933375,0.373225,0.016825,1.07779428147048e-05
639405,7691645,502,4.14855,0.20739375,0.82935,0.000225,0,0
639415,7691645,503,5.2094,0.25654375,1,0.026175,0,0
639425,7691645,504,5.2044,0.2563875,1,0.02555,0,0
639435,7691645,505,5.2552,0.257975,1,0.0319,0,0
639445,7691645,506,5.3982,0.26244375,1,0.049775,0,0
639455,7691645,507,5,0.25,1,0,0,0
639465,7691645,508,3.928875,0.19644375,0.785775,0,0,0
639475,7691645,509,4.96575,0.2482875,0.99315,0,0,0
639235,7691635,517,4.586125,0.22930625,0.917225,0,0,0
639245,7691635,518,3.1115,0.155575,0.6223,0,0,0
639255,7691635,519,0.9475,0.047375,0.1895,0,0,0
639265,7691635,520,0.383375,0.01916875,0.076675,0,0,0
639275,7691635,521,2.266,0.1133,0.4532,0,0,0
639285,7691635,522,5,0.25,1,0,0,0
639295,7691635,523,5,0.25,1,0,0,0
639305,7691635,524,3.765875,0.18829375,0.753175,0,0,0
639315,7691635,525,0.059,0.00295,0.0118,0,0,0
639325,7691635,526,0,0,0,0,0,0
639335,7691635,527,0.604875,0.03024375,0.120975,0,0,0
639345,7691635,528,0.97775,0.0488875,0.19555,0,0,0
639355,7691635,529,0.0775,0.003875,0.0155,0,0,0
639365,7691635,530,1.962125,0.09810625,0.392425,0,0,0
639375,7691635,531,3.958875,0.19794375,0.791775,0,0,0
639385,7691635,532,4.6505,0.232525,0.9301,0,0,0
639395,7691635,533,5,0.25,1,0,0,0
639405,7691635,534,5.2854,0.25891875,1,0.035675,0,0
639415,7691635,535,5.6284,0.2696375,1,0.07855,0,0
639425,7691635,536,6.498,0.2968125,1,0.18725,0,0
639435,7691635,537,8.71365854709419,0.366289596693387,1,0.457575,0.007575,8.3867735470942e-06
639445,7691635,538,7.603,0.33134375,1,0.325375,0,0
639455,7691635,539,5.2332,0.2572875,1,0.02915,0,0
639465,7691635,540,5.37141830262225,0.261608956413891,1,0.0464,2.5e-05,1.08256555634302e-05
639235,7691625,549,3.851375,0.19256875,0.770275,0,0,0
639245,7691625,550,2.719875,0.13599375,0.543975,0,0,0
639255,7691625,551,0.36375,0.0181875,0.07275,0,0,0
639265,7691625,552,1.165375,0.05826875,0.233075,0,0,0
639275,7691625,553,2.376625,0.11883125,0.475325,0,0,0
639285,7691625,554,5.0462,0.25144375,1,0.005775,0,0
639295,7691625,555,4.26025,0.2130125,0.85205,0,0,0
639305,7691625,556,0.535,0.02675,0.107,0,0,0
639315,7691625,557,0,0,0,0,0,0
639325,7691625,558,0,0,0,0,0,0
639335,7691625,559,0.038875,0.00194375,0.007775,0,0,0
639345,7691625,560,0.481,0.02405,0.0962,0,0,0
639355,7691625,561,1.258125,0.06290625,0.251625,0,0,0
639365,7691625,562,3.208375,0.16041875,0.641675,0,0,0
639375,7691625,563,4.717625,0.23588125,0.943525,0,0,0
639385,7691625,564,4.79325,0.2396625,0.95865,0,0,0
639395,7691625,565,3.4165,0.170825,0.6833,0,0,0
639405,7691625,566,4.560075,0.22779375,0.909775,0.0014,0,0
639415,7691625,567,5.06698405585661,0.252102128491038,1,0.00815,0.00025,8.51396415172987e-06
639425,7691625,568,5,0.25,1,0,0,0
639435,7691625,569,5.2344,0.257325,1,0.0293,0,0
639445,7691625,570,5.32365,0.2601,0.99985,0.04055,0,0
639455,7691625,571,5.543,0.26696875,1,0.067875,0,0
639465,7691625,572,9.8292,0.4009125,1,0.60365,0,0
639235,7691615,581,4.523,0.22615,0.9046,0,0,0
639245,7691615,582,2.8388,0.14179375,0.5662,0.000975,0,0
639255,7691615,583,0.8505,0.042525,0.1701,0,0,0
639265,7691615,584,0.804625,0.04023125,0.160925,0,0,0
639275,7691615,585,3.57828585690516,0.178745991056572,0.713625,0.000675,0.000675,8.96422628951747e-06
639285,7691615,586,5.80055,0.27379375,0.98695,0.108225,0,0
639295,7691615,587,1.73675,0.0868375,0.34735,0,0,0
639305,7691615,588,0,0,0,0,0,0
639315,7691615,589,0,0,0,0,0,0
639325,7691615,590,0.001,5e-05,0.0002,0,0,0
639335,7691615,591,0.6565,0.032825,0.1313,0,0,0
639345,7691615,592,3.9145,0.195725,0.7829,0,0,0
639355,7691615,593,4.90275,0.2451375,0.98055,0,0,0
639365,7691615,594,4.663875,0.23319375,0.932775,0,0,0
639375,7691615,595,4.865,0.24325,0.973,0,0,0
639385,7691615,596,4.819875,0.24099375,0.963975,0,0,0
639395,7691615,597,3.454875,0.17274375,0.690975,0,0,0
639405,7691615,598,4.256,0.2128,0.8512,0,0,0
639415,7691615,599,3.06798381601363,0.153277113500852,0.612275,0.0008,2.5e-05,8.45400340715502e-06
639425,7691615,600,4.293625,0.21468125,0.858725,0,0,0
639435,7691615,601,4.2045,0.210225,0.8409,0,0,0
639445,7691615,602,4.535875,0.22679375,0.907175,0,0,0
639455,7691615,603,6.6138,0.30043125,1,0.201725,0,0
639465,7691615,604,5.537775,0.25708125,0.896275,0.13205,0,0
639225,7691605,612,0.726375,0.03631875,0.145275,0,0,0
639235,7691605,613,0.00675,0.0003375,0.00135,0,0,0
639245,7691605,614,0.021875,0.00109375,0.004375,0,0,0
639255,7691605,615,0.158125,0.00790625,0.031625,0,0,0
639265,7691605,616,3.22825,0.1614125,0.64565,0,0,0
639275,7691605,617,5,0.25,1,0,0,0
639285,7691605,618,2.89925,0.1449625,0.57985,0,0,0
639295,7691605,619,0.002625,0.00013125,0.000525,0,0,0
639305,7691605,620,0,0,0,0,0,0
639315,7691605,621,0.00075,3.75e-05,0.00015,0,0,0
639325,7691605,622,0,0,0,0,0,0
639335,7691605,623,0.243875,0.01219375,0.048775,0,0,0
639345,7691605,624,1.793,0.08965,0.3586,0,0,0
639355,7691605,625,4.602875,0.23014375,0.920575,0,0,0
639365,7691605,626,5,0.25,1,0,0,0
639375,7691605,627,4.6295,0.231475,0.9259,0,0,0
639385,7691605,628,1.911625,0.09558125,0.382325,0,0,0
639395,7691605,629,4.84925,0.2424625,0.96985,0,0,0
639405,7691605,630,4.729625,0.23648125,0.945925,0,0,0
639415,7691605,631,3.68745,0.18435,0.73725,0.00015,0,0
639425,7691605,632,4.88531023337464,0.244245952085915,0.976825,0.0001,5e-05,8.80834365964478e-06
639435,7691605,633,1.529625,0.07648125,0.305925,0,0,0
639445,7691605,634,4.1035,0.205175,0.8207,0,0,0
639455,7691605,635,4.65605,0.2284,0.88425,0.02935,0,0
639465,7691605,636,0.5305,0.026525,0.1061,0,0,0
639225,7691595,644,0.842,0.0421,0.1684,0,0,0
639235,7691595,645,4.260125,0.21300625,0.852025,0,0,0
639245,7691595,646,4.532625,0.22663125,0.906525,0,0,0
639255,7691595,647,4.821375,0.24106875,0.964275,0,0,0
639265,7691595,648,5.0682,0.25213125,1,0.008525,0,0
639275,7691595,649,2.81925,0.1409625,0.56385,0,0,0
639285,7691595,650,0.047375,0.00236875,0.009475,0,0,0
639295,7691595,651,0.010875,0.00054375,0.002175,0,0,0
639305,7691595,652,0,0,0,0,0,0
639315,7691595,653,0,0,0,0,0,0
639325,7691595,654,0.05375,0.0026875,0.01075,0,0,0
639335,7691595,655,0,0,0,0,0,0
639345,7691595,656,2.631375,0.13156875,0.526275,0,0,0
639355,7691595,657,2.56325,0.1281625,0.51265,0,0,0
639365,7691595,658,1.21725,0.0608625,0.24345,0,0,0
639375,7691595,659,1.75525,0.0877625,0.35105,0,0,0
