X,Y,id,snow.auc,snow.av,2022-07-09,2022-07-19,2022-07-29,2022-08-04,2022-08-13
315095,6763555,411,0,0,0,0,0,0,0
315105,6763555,412,0,0,0,0,0,0,0
315115,6763555,413,0,0,0,0,0,0,0
314945,6763545,444,6.03385,0.197855,0.77105,0.2164,0.001825,0,0
314955,6763545,445,14.8754,0.402135,1,0.895,0.115675,0,0
314965,6763545,446,4.916425,0.152565,0.537975,0.213875,0.010975,0,0
314975,6763545,447,0,0,0,0,0,0,0
314985,6763545,448,0,0,0,0,0,0,0
314995,6763545,449,0,0,0,0,0,0,0
315005,6763545,450,0.00175,7e-05,0.00035,0,0,0,0
315015,6763545,451,0,0,0,0,0,0,0
315025,6763545,452,0,0,0,0,0,0,0
315035,6763545,453,0,0,0,0,0,0,0
315045,6763545,454,0,0,0,0,0,0,0
315055,6763545,455,0,0,0,0,0,0,0
315065,6763545,456,0,0,0,0,0,0,0
315075,6763545,457,0,0,0,0,0,0,0
315085,6763545,458,0,0,0,0,0,0,0
315095,6763545,459,0,0,0,0,0,0,0
315105,6763545,460,0,0,0,0,0,0,0
315115,6763545,461,0,0,0,0,0,0,0
315125,6763545,462,0,0,0,0,0,0,0
315135,6763545,463,0,0,0,0,0,0,0
314935,6763535,491,0.002875,0.000115,0.000575,0,0,0,0
314945,6763535,492,0.408125,0.016325,0.081625,0,0,0,0
314955,6763535,493,8.06485,0.24871,0.87005,0.3633,0.0102,0,0
314965,6763535,494,12.370975,0.34413,0.963875,0.7487,0.008075,0,0
314975,6763535,495,0.853025,0.032665,0.155675,0.006725,0.000925,0,0
314985,6763535,496,0,0,0,0,0,0,0
314995,6763535,497,0,0,0,0,0,0,0
315005,6763535,498,0,0,0,0,0,0,0
315015,6763535,499,0,0,0,0,0,0,0
315025,6763535,500,0,0,0,0,0,0,0
315035,6763535,501,0,0,0,0,0,0,0
315045,6763535,502,0.001625,6.5e-05,0.000325,0,0,0,0
315055,6763535,503,0,0,0,0,0,0,0
315065,6763535,504,0.00075,3e-05,0.00015,0,0,0,0
315075,6763535,505,0,0,0,0,0,0,0
315085,6763535,506,0,0,0,0,0,0,0
315095,6763535,507,0,0,0,0,0,0,0
315105,6763535,508,0,0,0,0,0,0,0
315115,6763535,509,0,0,0,0,0,0,0
315125,6763535,510,0,0,0,0,0,0,0
315135,6763535,511,0,0,0,0,0,0,0
315145,6763535,512,0,0,0,0,0,0,0
315155,6763535,513,0,0,0,0,0,0,0
314935,6763525,539,0.000875,3.5e-05,0.000175,0,0,0,0
314945,6763525,540,0.00625,0.00025,0.00125,0,0,0,0
314955,6763525,541,1.839,0.05917,0.2239,0.07195,0,0,0
314965,6763525,542,7.89055,0.25464,0.96425,0.29885,0.0101,0,0
314975,6763525,543,5.237025,0.19003,0.849325,0.0919,0.008925,0,0
314985,6763525,544,0.174,0.00672,0.0324,0.0012,0,0,0
314995,6763525,545,0,0,0,0,0,0,0
315005,6763525,546,0,0,0,0,0,0,0
315015,6763525,547,0,0,0,0,0,0,0
315025,6763525,548,0,0,0,0,0,0,0
315035,6763525,549,0,0,0,0,0,0,0
315045,6763525,550,0,0,0,0,0,0,0
315055,6763525,551,0,0,0,0,0,0,0
315065,6763525,552,0,0,0,0,0,0,0
315075,6763525,553,0,0,0,0,0,0,0
315085,6763525,554,0,0,0,0,0,0,0
315095,6763525,555,0,0,0,0,0,0,0
315105,6763525,556,0,0,0,0,0,0,0
315115,6763525,557,0,0,0,0,0,0,0
315125,6763525,558,0,0,0,0,0,0,0
315135,6763525,559,0,0,0,0,0,0,0
315145,6763525,560,0,0,0,0,0,0,0
315155,6763525,561,0,0,0,0,0,0,0
315165,6763525,562,0.0005,2e-05,0.0001,0,0,0,0
315175,6763525,563,0.000125,5e-06,2.5e-05,0,0,0,0
314925,6763515,586,0.000125,5e-06,2.5e-05,0,0,0,0
314935,6763515,587,0.00125,5e-05,0.00025,0,0,0,0
314945,6763515,588,0.005625,0.000225,0.001125,0,0,0,0
314955,6763515,589,0.00225,9e-05,0.00045,0,0,0,0
314965,6763515,590,0.733025,0.02778,0.131125,0.0076,0.000175,0,0
314975,6763515,591,2.9414,0.108205,0.49325,0.046475,0.0013,0,0
314985,6763515,592,0.014375,0.000575,0.002875,0,0,0,0
314995,6763515,593,0,0,0,0,0,0,0
315005,6763515,594,0,0,0,0,0,0,0
315015,6763515,595,0,0,0,0,0,0,0
315025,6763515,596,0,0,0,0,0,0,0
315035,6763515,597,0,0,0,0,0,0,0
315045,6763515,598,0,0,0,0,0,0,0
315055,6763515,599,0,0,0,0,0,0,0
315065,6763515,600,0,0,0,0,0,0,0
315075,6763515,601,0,0,0,0,0,0,0
315085,6763515,602,0.000125,5e-06,2.5e-05,0,0,0,0
315095,6763515,603,0,0,0,0,0,0,0
315105,6763515,604,0,0,0,0,0,0,0
315115,6763515,605,0,0,0,0,0,0,0
315125,6763515,606,0,0,0,0,0,0,0
315135,6763515,607,0,0,0,0,0,0,0
315145,6763515,608,0,0,0,0,0,0,0
315155,6763515,609,0,0,0,0,0,0,0
315165,6763515,610,0,0,0,0,0,0,0
315175,6763515,611,0,0,0,0,0,0,0
315185,6763515,612,0.000125,5e-06,2.5e-05,0,0,0,0
315195,6763515,613,0,0,0,0,0,0,0
314925,6763505,634,0,0,0,0,0,0,0
314935,6763505,635,0,0,0,0,0,0,0
314945,6763505,636,0.00175,7e-05,0.00035,0,0,0,0
314955,6763505,637,0.001625,6.5e-05,0.000325,0,0,0,0
314965,6763505,638,0,0,0,0,0,0,0
314975,6763505,639,0.00375,0.00015,0.00075,0,0,0,0
314985,6763505,640,0.000125,5e-06,2.5e-05,0,0,0,0
314995,6763505,641,0,0,0,0,0,0,0
315005,6763505,642,0,0,0,0,0,0,0
315015,6763505,643,0,0,0,0,0,0,0
315025,6763505,644,0,0,0,0,0,0,0
315035,6763505,645,0,0,0,0,0,0,0
315045,6763505,646,0,0,0,0,0,0,0
315055,6763505,647,0,0,0,0,0,0,0
315065,6763505,648,0,0,0,0,0,0,0
315075,6763505,649,0,0,0,0,0,0,0
315085,6763505,650,0,0,0,0,0,0,0
315095,6763505,651,0,0,0,0,0,0,0
315105,6763505,652,0,0,0,0,0,0,0
315115,6763505,653,0,0,0,0,0,0,0
315125,6763505,654,0,0,0,0,0,0,0
315135,6763505,655,0,0,0,0,0,0,0
315145,6763505,656,0,0,0,0,0,0,0
315155,6763505,657,0,0,0,0,0,0,0
315165,6763505,658,0,0,0,0,0,0,0
315175,6763505,659,0,0,0,0,0,0,0
315185,6763505,660,0,0,0,0,0,0,0
315195,6763505,661,0,0,0,0,0,0,0
315205,6763505,662,0,0,0,0,0,0,0
315215,6763505,663,0,0,0,0,0,0,0
314925,6763495,682,0,0,0,0,0,0,0
314935,6763495,683,0,0,0,0,0,0,0
314945,6763495,684,0,0,0,0,0,0,0
314955,6763495,685,0.00025,1e-05,5e-05,0,0,0,0
314965,6763495,686,0,0,0,0,0,0,0
314975,6763495,687,0,0,0,0,0,0,0
314985,6763495,688,0,0,0,0,0,0,0
314995,6763495,689,0,0,0,0,0,0,0
315005,6763495,690,0,0,0,0,0,0,0
315015,6763495,691,0,0,0,0,0,0,0
315025,6763495,692,0,0,0,0,0,0,0
315035,6763495,693,0,0,0,0,0,0,0
315045,6763495,694,0,0,0,0,0,0,0
315055,6763495,695,0,0,0,0,0,0,0
315065,6763495,696,0,0,0,0,0,0,0
315075,6763495,697,0,0,0,0,0,0,0
315085,6763495,698,0,0,0,0,0,0,0
315095,6763495,699,0,0,0,0,0,0,0
315105,6763495,700,0,0,0,0,0,0,0
315115,6763495,701,0,0,0,0,0,0,0
315125,6763495,702,0,0,0,0,0,0,0
315135,6763495,703,0,0,0,0,0,0,0
315145,6763495,704,0,0,0,0,0,0,0
315155,6763495,705,0,0,0,0,0,0,0
315165,6763495,706,0,0,0,0,0,0,0
315175,6763495,707,0,0,0,0,0,0,0
315185,6763495,708,0,0,0,0,0,0,0
315195,6763495,709,0.0005,2e-05,0.0001,0,0,0,0
315205,6763495,710,0,0,0,0,0,0,0
315215,6763495,711,0,0,0,0,0,0,0
315225,6763495,712,0.001125,4.5e-05,0.000225,0,0,0,0
315235,6763495,713,0,0,0,0,0,0,0
314915,6763485,729,0,0,0,0,0,0,0
314925,6763485,730,0,0,0,0,0,0,0
314935,6763485,731,0,0,0,0,0,0,0
314945,6763485,732,0,0,0,0,0,0,0
314955,6763485,733,0,0,0,0,0,0,0
314965,6763485,734,0,0,0,0,0,0,0
314975,6763485,735,0.0005,2e-05,0.0001,0,0,0,0
314985,6763485,736,0,0,0,0,0,0,0
314995,6763485,737,0,0,0,0,0,0,0
315005,6763485,738,0,0,0,0,0,0,0
315015,6763485,739,0,0,0,0,0,0,0
315025,6763485,740,0,0,0,0,0,0,0
315035,6763485,741,0,0,0,0,0,0,0
315045,6763485,742,0,0,0,0,0,0,0
315055,6763485,743,0,0,0,0,0,0,0
315065,6763485,744,0,0,0,0,0,0,0
315075,6763485,745,0,0,0,0,0,0,0
315085,6763485,746,0,0,0,0,0,0,0
315095,6763485,747,0,0,0,0,0,0,0
315105,6763485,748,0,0,0,0,0,0,0
315115,6763485,749,0,0,0,0,0,0,0
315125,6763485,750,0,0,0,0,0,0,0
315135,6763485,751,0,0,0,0,0,0,0
315145,6763485,752,0,0,0,0,0,0,0
315155,6763485,753,0,0,0,0,0,0,0
315165,6763485,754,0,0,0,0,0,0,0
315175,6763485,755,0,0,0,0,0,0,0
315185,6763485,756,0,0,0,0,0,0,0
315195,6763485,757,0,0,0,0,0,0,0
315205,6763485,758,0,0,0,0,0,0,0
315215,6763485,759,0,0,0,0,0,0,0
315225,6763485,760,0.000125,5e-06,2.5e-05,0,0,0,0
315235,6763485,761,0,0,0,0,0,0,0
315245,6763485,762,0,0,0,0,0,0,0
315255,6763485,763,0,0,0,0,0,0,0
314915,6763475,777,0,0,0,0,0,0,0
314925,6763475,778,0,0,0,0,0,0,0
314935,6763475,779,0,0,0,0,0,0,0
314945,6763475,780,0,0,0,0,0,0,0
314955,6763475,781,0,0,0,0,0,0,0
314965,6763475,782,0,0,0,0,0,0,0
314975,6763475,783,0,0,0,0,0,0,0
314985,6763475,784,0,0,0,0,0,0,0
314995,6763475,785,0,0,0,0,0,0,0
315005,6763475,786,0,0,0,0,0,0,0
315015,6763475,787,0,0,0,0,0,0,0
315025,6763475,788,0,0,0,0,0,0,0
315035,6763475,789,0,0,0,0,0,0,0
315045,6763475,790,0,0,0,0,0,0,0
315055,6763475,791,0,0,0,0,0,0,0
315065,6763475,792,0,0,0,0,0,0,0
315075,6763475,793,0,0,0,0,0,0,0
315085,6763475,794,0,0,0,0,0,0,0
315095,6763475,795,0,0,0,0,0,0,0
315105,6763475,796,0,0,0,0,0,0,0
315115,6763475,797,0,0,0,0,0,0,0
315125,6763475,798,0,0,0,0,0,0,0
315135,6763475,799,0,0,0,0,0,0,0
315145,6763475,800,0,0,0,0,0,0,0
315155,6763475,801,0,0,0,0,0,0,0
315165,6763475,802,0,0,0,0,0,0,0
315175,6763475,803,0,0,0,0,0,0,0
315185,6763475,804,0,0,0,0,0,0,0
315195,6763475,805,0,0,0,0,0,0,0
315205,6763475,806,0,0,0,0,0,0,0
315215,6763475,807,0,0,0,0,0,0,0
315225,6763475,808,0,0,0,0,0,0,0
315235,6763475,809,0,0,0,0,0,0,0
315245,6763475,810,0,0,0,0,0,0,0
315255,6763475,811,0,0,0,0,0,0,0
315265,6763475,812,0,0,0,0,0,0,0
315275,6763475,813,0,0,0,0,0,0,0
314905,6763465,824,0,0,0,0,0,0,0
314915,6763465,825,0.001,4e-05,0.0002,0,0,0,0
314925,6763465,826,0,0,0,0,0,0,0
314935,6763465,827,0,0,0,0,0,0,0
314945,6763465,828,0,0,0,0,0,0,0
314955,6763465,829,0,0,0,0,0,0,0
314965,6763465,830,0,0,0,0,0,0,0
314975,6763465,831,0,0,0,0,0,0,0
314985,6763465,832,0,0,0,0,0,0,0
314995,6763465,833,0,0,0,0,0,0,0
315005,6763465,834,0,0,0,0,0,0,0
315015,6763465,835,0,0,0,0,0,0,0
315025,6763465,836,0,0,0,0,0,0,0
315035,6763465,837,0,0,0,0,0,0,0
315045,6763465,838,0,0,0,0,0,0,0
315055,6763465,839,0,0,0,0,0,0,0
315065,6763465,840,0,0,0,0,0,0,0
315075,6763465,841,0,0,0,0,0,0,0
315085,6763465,842,0,0,0,0,0,0,0
315095,6763465,843,0,0,0,0,0,0,0
315105,6763465,844,0,0,0,0,0,0,0
315115,6763465,845,0,0,0,0,0,0,0
315125,6763465,846,0,0,0,0,0,0,0
315135,6763465,847,0,0,0,0,0,0,0
315145,6763465,848,0,0,0,0,0,0,0
315155,6763465,849,0,0,0,0,0,0,0
315165,6763465,850,0,0,0,0,0,0,0
315175,6763465,851,0,0,0,0,0,0,0
315185,6763465,852,0,0,0,0,0,0,0
315195,6763465,853,0,0,0,0,0,0,0
315205,6763465,854,0,0,0,0,0,0,0
315215,6763465,855,0,0,0,0,0,0,0
315225,6763465,856,0,0,0,0,0,0,0
315235,6763465,857,0,0,0,0,0,0,0
315245,6763465,858,0,0,0,0,0,0,0
315255,6763465,859,0,0,0,0,0,0,0
315265,6763465,860,0,0,0,0,0,0,0
315275,6763465,861,0,0,0,0,0,0,0
315285,6763465,862,0,0,0,0,0,0,0
315295,6763465,863,0,0,0,0,0,0,0
314905,6763455,872,0,0,0,0,0,0,0
314915,6763455,873,0,0,0,0,0,0,0
314925,6763455,874,0,0,0,0,0,0,0
314935,6763455,875,0,0,0,0,0,0,0
314945,6763455,876,0,0,0,0,0,0,0
314955,6763455,877,0,0,0,0,0,0,0
314965,6763455,878,0,0,0,0,0,0,0
314975,6763455,879,0,0,0,0,0,0,0
314985,6763455,880,0,0,0,0,0,0,0
314995,6763455,881,0,0,0,0,0,0,0
315005,6763455,882,0,0,0,0,0,0,0
315015,6763455,883,0,0,0,0,0,0,0
315025,6763455,884,0,0,0,0,0,0,0
315035,6763455,885,0,0,0,0,0,0,0
315045,6763455,886,0,0,0,0,0,0,0
315055,6763455,887,0,0,0,0,0,0,0
315065,6763455,888,0,0,0,0,0,0,0
315075,6763455,889,0,0,0,0,0,0,0
315085,6763455,890,0,0,0,0,0,0,0
315095,6763455,891,0,0,0,0,0,0,0
315105,6763455,892,0,0,0,0,0,0,0
315115,6763455,893,0,0,0,0,0,0,0
315125,6763455,894,0,0,0,0,0,0,0
315135,6763455,895,0,0,0,0,0,0,0
315145,6763455,896,0,0,0,0,0,0,0
315155,6763455,897,0,0,0,0,0,0,0
315165,6763455,898,0,0,0,0,0,0,0
315175,6763455,899,0,0,0,0,0,0,0
315185,6763455,900,0,0,0,0,0,0,0
315195,6763455,901,0,0,0,0,0,0,0
315205,6763455,902,0,0,0,0,0,0,0
315215,6763455,903,0,0,0,0,0,0,0
315225,6763455,904,0,0,0,0,0,0,0
315235,6763455,905,0,0,0,0,0,0,0
315245,6763455,906,0,0,0,0,0,0,0
315255,6763455,907,0,0,0,0,0,0,0
315265,6763455,908,0,0,0,0,0,0,0
315275,6763455,909,0,0,0,0,0,0,0
315285,6763455,910,0,0,0,0,0,0,0
315295,6763455,911,0,0,0,0,0,0,0
314895,6763445,919,0,0,0,0,0,0,0
314905,6763445,920,0,0,0,0,0,0,0
314915,6763445,921,0,0,0,0,0,0,0
314925,6763445,922,0.00075,3e-05,0.00015,0,0,0,0
314935,6763445,923,0,0,0,0,0,0,0
314945,6763445,924,0,0,0,0,0,0,0
314955,6763445,925,0,0,0,0,0,0,0
314965,6763445,926,0,0,0,0,0,0,0
314975,6763445,927,0,0,0,0,0,0,0
314985,6763445,928,0,0,0,0,0,0,0
314995,6763445,929,0,0,0,0,0,0,0
315005,6763445,930,0,0,0,0,0,0,0
315015,6763445,931,0,0,0,0,0,0,0
315025,6763445,932,0,0,0,0,0,0,0
315035,6763445,933,0,0,0,0,0,0,0
315045,6763445,934,0,0,0,0,0,0,0
315055,6763445,935,0,0,0,0,0,0,0
315065,6763445,936,0,0,0,0,0,0,0
315075,6763445,937,0,0,0,0,0,0,0
315085,6763445,938,0,0,0,0,0,0,0
315095,6763445,939,0,0,0,0,0,0,0
315105,6763445,940,0,0,0,0,0,0,0
315115,6763445,941,0,0,0,0,0,0,0
315125,6763445,942,0,0,0,0,0,0,0
315135,6763445,943,0,0,0,0,0,0,0
315145,6763445,944,0,0,0,0,0,0,0
315155,6763445,945,0,0,0,0,0,0,0
315165,6763445,946,0,0,0,0,0,0,0
315175,6763445,947,0,0,0,0,0,0,0
315185,6763445,948,0,0,0,0,0,0,0
315195,6763445,949,0,0,0,0,0,0,0
315205,6763445,950,0,0,0,0,0,0,0
315215,6763445,951,0,0,0,0,0,0,0
315225,6763445,952,0,0,0,0,0,0,0
315235,6763445,953,0,0,0,0,0,0,0
315245,6763445,954,0,0,0,0,0,0,0
315255,6763445,955,0,0,0,0,0,0,0
315265,6763445,956,0,0,0,0,0,0,0
315275,6763445,957,0,0,0,0,0,0,0
315285,6763445,958,0,0,0,0,0,0,0
314895,6763435,967,0,0,0,0,0,0,0
314905,6763435,968,0,0,0,0,0,0,0
314915,6763435,969,0.0025,0.0001,0.0005,0,0,0,0
314925,6763435,970,0,0,0,0,0,0,0
314935,6763435,971,0,0,0,0,0,0,0
314945,6763435,972,0,0,0,0,0,0,0
314955,6763435,973,0,0,0,0,0,0,0
314965,6763435,974,0,0,0,0,0,0,0
314975,6763435,975,0,0,0,0,0,0,0
314985,6763435,976,0,0,0,0,0,0,0
314995,6763435,977,0,0,0,0,0,0,0
315005,6763435,978,0,0,0,0,0,0,0
315015,6763435,979,0,0,0,0,0,0,0
315025,6763435,980,0,0,0,0,0,0,0
315035,6763435,981,0,0,0,0,0,0,0
315045,6763435,982,0,0,0,0,0,0,0
315055,6763435,983,0,0,0,0,0,0,0
315065,6763435,984,0,0,0,0,0,0,0
315075,6763435,985,0,0,0,0,0,0,0
315085,6763435,986,0,0,0,0,0,0,0
315095,6763435,987,0,0,0,0,0,0,0
315105,6763435,988,0,0,0,0,0,0,0
315115,6763435,989,0,0,0,0,0,0,0
315125,6763435,990,0,0,0,0,0,0,0
315135,6763435,991,0,0,0,0,0,0,0
315145,6763435,992,0,0,0,0,0,0,0
315155,6763435,993,0,0,0,0,0,0,0
315165,6763435,994,0,0,0,0,0,0,0
315175,6763435,995,0,0,0,0,0,0,0
315185,6763435,996,0,0,0,0,0,0,0
315195,6763435,997,0,0,0,0,0,0,0
315205,6763435,998,0,0,0,0,0,0,0
315215,6763435,999,0,0,0,0,0,0,0
315225,6763435,1000,0,0,0,0,0,0,0
315235,6763435,1001,0,0,0,0,0,0,0
315245,6763435,1002,0.00025,1e-05,5e-05,0,0,0,0
315255,6763435,1003,0.00075,3e-05,0.00015,0,0,0,0
315265,6763435,1004,0.00025,1e-05,5e-05,0,0,0,0
315275,6763435,1005,0,0,0,0,0,0,0
315285,6763435,1006,0,0,0,0,0,0,0
314885,6763425,1014,0,0,0,0,0,0,0
314895,6763425,1015,0,0,0,0,0,0,0
314905,6763425,1016,0,0,0,0,0,0,0
314915,6763425,1017,0,0,0,0,0,0,0
314925,6763425,1018,0,0,0,0,0,0,0
314935,6763425,1019,0,0,0,0,0,0,0
314945,6763425,1020,0,0,0,0,0,0,0
314955,6763425,1021,0,0,0,0,0,0,0
314965,6763425,1022,0,0,0,0,0,0,0
314975,6763425,1023,0,0,0,0,0,0,0
314985,6763425,1024,0,0,0,0,0,0,0
314995,6763425,1025,0,0,0,0,0,0,0
315005,6763425,1026,0,0,0,0,0,0,0
315015,6763425,1027,0,0,0,0,0,0,0
315025,6763425,1028,0,0,0,0,0,0,0
315035,6763425,1029,0,0,0,0,0,0,0
315045,6763425,1030,0,0,0,0,0,0,0
315055,6763425,1031,0,0,0,0,0,0,0
315065,6763425,1032,0,0,0,0,0,0,0
315075,6763425,1033,0,0,0,0,0,0,0
315085,6763425,1034,0,0,0,0,0,0,0
315095,6763425,1035,0,0,0,0,0,0,0
315105,6763425,1036,0,0,0,0,0,0,0
315115,6763425,1037,0,0,0,0,0,0,0
315125,6763425,1038,0,0,0,0,0,0,0
315135,6763425,1039,0,0,0,0,0,0,0
315145,6763425,1040,0,0,0,0,0,0,0
315155,6763425,1041,0,0,0,0,0,0,0
315165,6763425,1042,0,0,0,0,0,0,0
315175,6763425,1043,0,0,0,0,0,0,0
315185,6763425,1044,0,0,0,0,0,0,0
315195,6763425,1045,0,0,0,0,0,0,0
315205,6763425,1046,0,0,0,0,0,0,0
315215,6763425,1047,0,0,0,0,0,0,0
315225,6763425,1048,0,0,0,0,0,0,0
315235,6763425,1049,0,0,0,0,0,0,0
315245,6763425,1050,0.001375,5.5e-05,0.000275,0,0,0,0
315255,6763425,1051,0,0,0,0,0,0,0
315265,6763425,1052,0.0005,2e-05,0.0001,0,0,0,0
315275,6763425,1053,0,0,0,0,0,0,0
314885,6763415,1062,0,0,0,0,0,0,0
314895,6763415,1063,0,0,0,0,0,0,0
314905,6763415,1064,0,0,0,0,0,0,0
314915,6763415,1065,0,0,0,0,0,0,0
314925,6763415,1066,0,0,0,0,0,0,0
314935,6763415,1067,0,0,0,0,0,0,0
314945,6763415,1068,0,0,0,0,0,0,0
314955,6763415,1069,0,0,0,0,0,0,0
314965,6763415,1070,0,0,0,0,0,0,0
314975,6763415,1071,0,0,0,0,0,0,0
314985,6763415,1072,0,0,0,0,0,0,0
314995,6763415,1073,0,0,0,0,0,0,0
315005,6763415,1074,0,0,0,0,0,0,0
315015,6763415,1075,0,0,0,0,0,0,0
315025,6763415,1076,0,0,0,0,0,0,0
315035,6763415,1077,0,0,0,0,0,0,0
315045,6763415,1078,0,0,0,0,0,0,0
315055,6763415,1079,0,0,0,0,0,0,0
315065,6763415,1080,0,0,0,0,0,0,0
315075,6763415,1081,0,0,0,0,0,0,0
315085,6763415,1082,0,0,0,0,0,0,0
315095,6763415,1083,0,0,0,0,0,0,0
315105,6763415,1084,0,0,0,0,0,0,0
315115,6763415,1085,0,0,0,0,0,0,0
315125,6763415,1086,0,0,0,0,0,0,0
315135,6763415,1087,0,0,0,0,0,0,0
315145,6763415,1088,0,0,0,0,0,0,0
315155,6763415,1089,0,0,0,0,0,0,0
315165,6763415,1090,0,0,0,0,0,0,0
315175,6763415,1091,0,0,0,0,0,0,0
315185,6763415,1092,0,0,0,0,0,0,0
315195,6763415,1093,0,0,0,0,0,0,0
315205,6763415,1094,0,0,0,0,0,0,0
315215,6763415,1095,0,0,0,0,0,0,0
315225,6763415,1096,0,0,0,0,0,0,0
315235,6763415,1097,0,0,0,0,0,0,0
315245,6763415,1098,0.1935,0.00774,0.0387,0,0,0,0
315255,6763415,1099,1.139125,0.045565,0.227825,0,0,0,0
315265,6763415,1100,0,0,0,0,0,0,0
315275,6763415,1101,0,0,0,0,0,0,0
314875,6763405,1109,0,0,0,0,0,0,0
314885,6763405,1110,0,0,0,0,0,0,0
314895,6763405,1111,0,0,0,0,0,0,0
314905,6763405,1112,0,0,0,0,0,0,0
314915,6763405,1113,0,0,0,0,0,0,0
314925,6763405,1114,0,0,0,0,0,0,0
314935,6763405,1115,0,0,0,0,0,0,0
314945,6763405,1116,0,0,0,0,0,0,0
314955,6763405,1117,0,0,0,0,0,0,0
314965,6763405,1118,0,0,0,0,0,0,0
314975,6763405,1119,0,0,0,0,0,0,0
314985,6763405,1120,0,0,0,0,0,0,0
314995,6763405,1121,0,0,0,0,0,0,0
315005,6763405,1122,0,0,0,0,0,0,0
315015,6763405,1123,0,0,0,0,0,0,0
315025,6763405,1124,0,0,0,0,0,0,0
315035,6763405,1125,0,0,0,0,0,0,0
315045,6763405,1126,0,0,0,0,0,0,0
315055,6763405,1127,0,0,0,0,0,0,0
315065,6763405,1128,0,0,0,0,0,0,0
315075,6763405,1129,0,0,0,0,0,0,0
315085,6763405,1130,0,0,0,0,0,0,0
315095,6763405,1131,0,0,0,0,0,0,0
315105,6763405,1132,0,0,0,0,0,0,0
315115,6763405,1133,0,0,0,0,0,0,0
315125,6763405,1134,0,0,0,0,0,0,0
