"";"id";"ndvi_mx";"ndv_mx_";"2023-07-02";"2023-07-12";"2023-07-18";"2023-07-26";"tot.pixels";"geometry";"snow.persist"
"111";111;0,296008884288312;2023-08-20;NA;NA;NA;NA;NA;list(c(639230, 639230, 639220, 639220, 639230, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"112";112;0,272242448088946;2023-08-20;NA;NA;NA;NA;NA;list(c(639240, 639240, 639230, 639230, 639240, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"113";113;0,249277419527061;2023-08-22;NA;NA;NA;NA;NA;list(c(639250, 639250, 639240, 639240, 639250, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"114";114;0,26410483122163;2023-08-21;1;0,00585;0,00515;0,0067;40000;list(c(639260, 639260, 639250, 639250, 639260, 7691790, 7691780, 7691780, 7691790, 7691790));0,254425
"115";115;0,244379723335442;2023-08-21;1;0,0441542288557214;0,00587064676616915;0,015273631840796;40200;list(c(639270, 639270, 639260, 639260, 639270, 7691790, 7691780, 7691780, 7691790, 7691790));0,266324626865672
"116";116;0,261674692810629;2023-08-22;1;0,17125;0,02175;0,045075;40000;list(c(639280, 639280, 639270, 639270, 639280, 7691790, 7691780, 7691780, 7691790, 7691790));0,30951875
"117";117;0,31242911771551;2023-08-24;0,9951;0,3239;0,0514;0,07045;40000;list(c(639290, 639290, 639280, 639280, 639290, 7691790, 7691780, 7691780, 7691790, 7691790));0,3602125
"118";118;0,324506443896098;2023-08-21;0,972775;0,25965;0,179325;0,091275;40000;list(c(639300, 639300, 639290, 639290, 639300, 7691790, 7691780, 7691780, 7691790, 7691790));0,37575625
"119";119;0,345698124103365;2023-08-21;0,9491;0,25315;0,18815;0,078575;40000;list(c(639310, 639310, 639300, 639300, 639310, 7691790, 7691780, 7691780, 7691790, 7691790));0,36724375
"120";120;0,290732425790338;2023-08-23;0,98155;0,204325;0,145;0,0972;40000;list(c(639320, 639320, 639310, 639310, 639320, 7691790, 7691780, 7691780, 7691790, 7691790));0,35701875
"121";121;0,254157545386988;2023-08-25;1;0,2557;0,116;0,112175;40000;list(c(639330, 639330, 639320, 639320, 639330, 7691790, 7691780, 7691780, 7691790, 7691790));0,37096875
"122";122;0,237250923943066;2023-08-25;0,996325;0,1964;0,110275;0,054725;40000;list(c(639340, 639340, 639330, 639330, 639340, 7691790, 7691780, 7691780, 7691790, 7691790));0,33943125
"123";123;0,275340464046167;2023-08-22;0,996225;0,114475;0,0473;0,0279;40000;list(c(639350, 639350, 639340, 639340, 639350, 7691790, 7691780, 7691780, 7691790, 7691790));0,296475
"124";124;0,294216445712664;2023-08-23;NA;0,081375;0,124975;0,0633;40000;list(c(639360, 639360, 639350, 639350, 639360, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"125";125;0,276837673452974;2023-08-23;NA;0,08665;0,082125;0,029725;40000;list(c(639370, 639370, 639360, 639360, 639370, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"126";126;0,229183535542688;2023-08-23;1;0,0784;0,046325;0,044475;40000;list(c(639380, 639380, 639370, 639370, 639380, 7691790, 7691780, 7691780, 7691790, 7691790));0,2923
"127";127;0,18796078671221;2023-08-24;NA;NA;NA;NA;NA;list(c(639390, 639390, 639380, 639380, 639390, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"128";128;0,163320303872752;2023-08-27;NA;NA;NA;NA;NA;list(c(639400, 639400, 639390, 639390, 639400, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"129";129;0,170940166655782;2023-08-23;NA;NA;NA;NA;NA;list(c(639410, 639410, 639400, 639400, 639410, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"130";130;0,22931931365747;2023-08-18;NA;NA;NA;NA;NA;list(c(639420, 639420, 639410, 639410, 639420, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"131";131;0,345606390808825;2023-08-18;NA;NA;NA;NA;NA;list(c(639430, 639430, 639420, 639420, 639430, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"132";132;0,387552926789795;2023-08-18;NA;NA;NA;NA;NA;list(c(639440, 639440, 639430, 639430, 639440, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"133";133;0,405095802532742;2023-08-15;NA;NA;NA;NA;NA;list(c(639450, 639450, 639440, 639440, 639450, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"134";134;0,459951241209637;2023-08-17;NA;NA;NA;NA;NA;list(c(639460, 639460, 639450, 639450, 639460, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"135";135;0,470329637464602;2023-08-16;NA;NA;NA;NA;NA;list(c(639470, 639470, 639460, 639460, 639470, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"136";136;0,46161034933175;2023-08-17;NA;NA;NA;NA;NA;list(c(639480, 639480, 639470, 639470, 639480, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"137";137;0,437824209191604;2023-08-14;NA;NA;NA;NA;NA;list(c(639490, 639490, 639480, 639480, 639490, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"138";138;0,459954469784861;2023-08-12;NA;NA;NA;NA;NA;list(c(639500, 639500, 639490, 639490, 639500, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"139";139;0,477738068875624;2023-08-13;NA;NA;NA;NA;NA;list(c(639510, 639510, 639500, 639500, 639510, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"140";140;0,501503039587988;2023-08-14;NA;NA;NA;NA;NA;list(c(639520, 639520, 639510, 639510, 639520, 7691790, 7691780, 7691780, 7691790, 7691790));NA
"141";141;0,483654864918208;2023-08-18;NA;NA;NA;NA;NA;list(c(639180, 639180, 639170, 639170, 639180, 7691780, 7691770, 7691770, 7691780, 7691780));NA
"142";142;0,458303984269151;2023-08-19;NA;NA;NA;NA;NA;list(c(639190, 639190, 639180, 639180, 639190, 7691780, 7691770, 7691770, 7691780, 7691780));NA
"143";143;0,458147271543567;2023-08-19;NA;NA;NA;NA;NA;list(c(639200, 639200, 639190, 639190, 639200, 7691780, 7691770, 7691770, 7691780, 7691780));NA
"144";144;0,457818786569987;2023-08-19;NA;NA;NA;NA;NA;list(c(639210, 639210, 639200, 639200, 639210, 7691780, 7691770, 7691770, 7691780, 7691780));NA
"145";145;0,412334681881475;2023-08-19;NA;NA;NA;NA;NA;list(c(639220, 639220, 639210, 639210, 639220, 7691780, 7691770, 7691770, 7691780, 7691780));NA
"146";146;0,320695061098377;2023-08-20;NA;NA;NA;NA;NA;list(c(639230, 639230, 639220, 639220, 639230, 7691780, 7691770, 7691770, 7691780, 7691780));NA
"147";147;0,288017125807528;2023-08-19;NA;NA;NA;NA;NA;list(c(639240, 639240, 639230, 639230, 639240, 7691780, 7691770, 7691770, 7691780, 7691780));NA
"148";148;0,293227943155216;2023-08-20;NA;NA;NA;NA;NA;list(c(639250, 639250, 639240, 639240, 639250, 7691780, 7691770, 7691770, 7691780, 7691780));NA
"149";149;0,310455428225396;2023-08-20;0,9987;0,000575;0,000025;0;40000;list(c(639260, 639260, 639250, 639250, 639260, 7691780, 7691770, 7691770, 7691780, 7691780));0,249825
"150";150;0,297733242005052;2023-08-20;0,98681592039801;0,000945273631840796;0,000124378109452736;0,0000497512437810945;40200;list(c(639270, 639270, 639260, 639260, 639270, 7691780, 7691770, 7691770, 7691780, 7691780));0,246983830845771
"151";151;0,292745701124659;2023-08-18;0,982525;0,00095;0,00015;0,000025;40000;list(c(639280, 639280, 639270, 639270, 639280, 7691780, 7691770, 7691770, 7691780, 7691780));0,2459125
"152";152;0,293488436378539;2023-08-19;0,999875;0,07635;0,00225;0,006575;40000;list(c(639290, 639290, 639280, 639280, 639290, 7691780, 7691770, 7691770, 7691780, 7691780));0,2712625
"153";153;0,247946343479271;2023-08-23;1;0,012725;0,0377;0,0238;40000;list(c(639300, 639300, 639290, 639290, 639300, 7691780, 7691770, 7691770, 7691780, 7691780));0,26855625
"154";154;0,24546024868323;2023-08-23;1;0,01325;0,107075;0,048925;40000;list(c(639310, 639310, 639300, 639300, 639310, 7691780, 7691770, 7691770, 7691780, 7691780));0,2923125
"155";155;0,238237683821353;2023-08-25;1;0,11405;0,04925;0,016825;40000;list(c(639320, 639320, 639310, 639310, 639320, 7691780, 7691770, 7691770, 7691780, 7691780));0,29503125
"156";156;0,244640552962665;2023-08-23;1;0,150825;0,019125;0,02255;40000;list(c(639330, 639330, 639320, 639320, 639330, 7691780, 7691770, 7691770, 7691780, 7691780));0,298125
"157";157;0,270601668504241;2023-08-25;0,9997;0,079525;0,0131;0,010575;40000;list(c(639340, 639340, 639330, 639330, 639340, 7691780, 7691770, 7691770, 7691780, 7691780));0,275725
