"";"id";"ndvi_mx";"ndv_mx_dy";"ndv_mx_dt";"2023-07-02";"2023-07-12";"2023-07-18";"2023-07-26";"tot.pixels";"snow.persist"
"36";36;0,284755807766487;236,531220513531;2023-08-24;NA;NA;NA;NA;NA;NA
"37";37;0,241318082407815;237,183589421602;2023-08-25;NA;NA;NA;NA;NA;NA
"38";38;0,207297311440925;238,726073069378;2023-08-26;NA;NA;NA;NA;NA;NA
"39";39;0,190055429447966;251,676142455544;2023-09-08;NA;NA;NA;NA;NA;NA
"40";40;0,217820634163218;249,086779141257;2023-09-06;0,782645590682196;0,0823322240709928;0,0721630615640599;0,0245396561286744;360600;0,240420133111481
"41";41;0,256277909400524;262,331364076079;2023-09-19;0,843986111111111;0,123308333333333;0,0237083333333333;0,0325416666666667;360000;0,255886111111111
"42";42;0,275007109352373;272,655105261052;2023-09-29;0,845119444444444;0,0391333333333333;0,0135638888888889;0,0555972222222222;360000;0,238353472222222
"43";43;0,268652108428796;241,034275085196;2023-08-29;0,163508333333333;0,000361111111111111;0,000141666666666667;0,000211111111111111;360000;0,0410555555555556
"44";44;0,278567232395289;234,394997092651;2023-08-22;0,183138888888889;0;0,0000805555555555556;0;360000;0,0458048611111111
"45";45;0,260847960689716;236,804609053142;2023-08-24;0,923113888888889;0,0002;0,0000166666666666667;0;360000;0,230832638888889
"46";46;0,260477964493475;232,524824758337;2023-08-20;0,986147222222222;0,0190666666666667;0,0000972222222222222;0;360000;0,251327777777778
"47";47;0,249980943528499;230,274181983554;2023-08-18;NA;NA;NA;NA;NA;NA
"48";48;0,233188275309658;234,218440618417;2023-08-22;NA;NA;NA;NA;NA;NA
"49";49;0,291659752794658;230,647803341584;2023-08-18;NA;NA;NA;NA;NA;NA
"50";50;0,305778823683795;225,474155554159;2023-08-13;NA;NA;NA;NA;NA;NA
"51";51;0,264027503737452;233,51880047669;2023-08-21;NA;NA;NA;NA;NA;NA
"52";52;0,244357253308408;247,029115779096;2023-09-04;0,296388991171121;0,00000553708323066658;0;0;361201;0,0740986320635879
"53";53;0,255919279930822;246,118201481597;2023-09-03;0,919334442595674;0,00000554631170271769;0,00000277315585135885;0;360600;0,229835690515807
"54";54;0,263471189315169;257,042474937658;2023-09-14;0,426849694952856;0,00625069328896284;0,00258180809761509;0,0151192457016084;360600;0,112700360510261
"55";55;0,281289512091462;254,16515451029;2023-09-11;0,605998336106489;0,0113117027176927;0,00900721020521353;0,0244425956738769;360600;0,162689961175818
"56";56;0,305616073856072;240,55416363238;2023-08-28;0,214589572933999;0,00306433721575153;0,00222407099278979;0,000110926234054354;360600;0,0549972268441486
"57";57;0,296216382048442;230,388956086121;2023-08-18;0,415485302273988;0,0000388241819190239;0;0;360600;0,103881031613977
"58";58;0,276515941601247;228,678717416802;2023-08-16;0,983610648918469;0,0000665557404326123;0,0000804215196894065;0;360600;0,245939406544648
"59";59;0,290866634859412;223,820308996463;2023-08-11;NA;NA;NA;NA;NA;NA
"60";60;0,260567932724371;224,512618746496;2023-08-12;NA;NA;NA;NA;NA;NA
"61";61;0,252584528043371;248,845232643453;2023-09-05;NA;NA;NA;NA;NA;NA
"62";62;0,256666940360446;234,655158940139;2023-08-22;NA;NA;NA;NA;NA;NA
"63";63;0,268725780133536;234,375989880711;2023-08-22;NA;NA;NA;NA;NA;NA
"64";64;0,275429565972445;237,72314860503;2023-08-25;0,650091514143095;0,0000859678313921242;0,0000554631170271769;0,0000277315585135885;360600;0,162565169162507
"65";65;0,271927769732429;244,029970205105;2023-09-01;0,829997222222222;0,00146111111111111;0,0000444444444444444;0,0000194444444444444;360000;0,207880555555556
"66";66;0,282631459860568;235,339034845871;2023-08-23;0,101230555555556;0;0;0;360000;0,0253076388888889
"67";67;0,287497679746593;234,097637992301;2023-08-22;0,325269444444444;0;0;0;360000;0,0813173611111111
"68";68;0,304269414911687;235,448539837049;2023-08-23;0,856066666666667;0,00609166666666667;0,00630277777777778;0,000280555555555556;360000;0,217185416666667
"69";69;0,302157335176162;238,190296875411;2023-08-26;0,970519444444444;0,0312888888888889;0,00122777777777778;0,000241666666666667;360000;0,250819444444444
"70";70;0,280506761904689;235,163905143421;2023-08-23;0,999711111111111;0,0829416666666667;0,00121111111111111;0;360000;0,270965972222222
"71";71;0,318641469108115;225,075607149385;2023-08-13;NA;NA;NA;NA;NA;NA
"72";72;0,308969980927941;223,032166641984;2023-08-11;NA;NA;NA;NA;NA;NA
"73";73;0,229086081546484;251,03592366687;2023-09-08;NA;NA;NA;NA;NA;NA
"74";74;0,222251096629407;251,111793367043;2023-09-08;NA;NA;NA;NA;NA;NA
"75";75;0,2497916515822;237,398377665566;2023-08-25;0,474166666666667;0,000397222222222222;0,000355555555555556;0,000538888888888889;360000;0,118864583333333
"76";76;0,252551939800469;243,596741706548;2023-08-31;0,582745424292845;0,00257348863006101;0,0000693288962839712;0,000305047143649473;360600;0,14642332224071
"77";77;0,275549758203852;239,703779899039;2023-08-27;0,179569444444444;0,00128888888888889;0;0;360000;0,0452145833333333
"78";78;0,314568907186185;228,694073314371;2023-08-16;0,104541666666667;0,0000166666666666667;0,00000833333333333333;0;360000;0,0261416666666667
"79";79;0,294240583647479;231,250540341432;2023-08-19;0,841947222222222;0;0;0;360000;0,210486805555556
"80";80;0,265635369705706;232,970992633789;2023-08-20;0,824641666666667;0,0000166666666666667;0,0000305555555555556;0;360000;0,206172222222222
"81";81;0,253262724323577;239,357349183523;2023-08-27;0,860002777777778;0,00885;0,00368611111111111;0,000244444444444444;360000;0,218195833333333
"82";82;0,294961126062844;246,252189657058;2023-09-03;0,754383333333333;0,0649916666666667;0,000236111111111111;0;360000;0,204902777777778
"83";83;0,321808717249951;234,471601196321;2023-08-22;NA;NA;NA;NA;NA;NA
"84";84;0,313847537807305;229,523717230335;2023-08-17;NA;NA;NA;NA;NA;NA
"85";85;0,210451918233957;250,601026578988;2023-09-07;NA;NA;NA;NA;NA;NA
"86";86;0,232711428780021;250,233800351358;2023-09-07;NA;NA;NA;NA;NA;NA
"87";87;0,250502235754539;247,416712127109;2023-09-04;0,728180555555556;0,013975;0,0000777777777777778;0,000116666666666667;360000;0,1855875
"88";88;0,239670423805364;239,316814828944;2023-08-27;0,348557958957293;0,00031336661120355;0,0000554631170271769;0,0000388241819190239;360600;0,0872414032168608
"89";89;0,277651741191221;232,391697562478;2023-08-20;0,00324722222222222;0,0000777777777777778;0,000163888888888889;0,000169444444444444;360000;0,000914583333333333
"90";90;0,324472002466791;231,468164539299;2023-08-19;0,199061111111111;0;0;0;360000;0,0497652777777778
"91";91;0,285835520735418;232,469615151043;2023-08-20;0,358636111111111;0;0;0;360000;0,0896590277777778
"92";92;0,252001407287025;230,28747514496;2023-08-18;0,885408333333333;0,0186111111111111;0,0000555555555555556;0,0000388888888888889;360000;0,226028472222222
"93";93;0,23970292638478;230,062644186248;2023-08-18;0,639775;0,0000583333333333333;0,000147222222222222;0;360000;0,159995138888889
"94";94;0,27746792284961;237,426708169296;2023-08-25;NA;NA;NA;NA;NA;NA
"95";95;0,355861185424146;246,771028564446;2023-09-03;NA;NA;NA;NA;NA;NA
"96";96;0,328119600024365;244,402654834324;2023-09-01;NA;NA;NA;NA;NA;NA
"97";97;0,20615364218429;242,676785936979;2023-08-30;NA;NA;NA;NA;NA;NA
"98";98;0,225556008301282;250,796121343923;2023-09-07;NA;NA;NA;NA;NA;NA
"99";99;0,240891798670418;248,029173557079;2023-09-05;0,190225;0,00183888888888889;0,0000361111111111111;0,000166666666666667;360000;0,0480666666666667
"100";100;0,25905914949908;226,409614818898;2023-08-14;0,0144120909595119;0,00134220743205768;0,000757071547420965;0,000155296727676095;360600;0,00416666666666667
"101";101;0,271762046806543;226,843816884135;2023-08-14;0,04355;0,000494444444444444;0,000130555555555556;0,0000972222222222222;360000;0,0110680555555556
"102";102;0,274482809825713;232,255327097359;2023-08-20;0,391;0,0000111111111111111;0,00000555555555555556;0;360000;0,0977541666666667
"103";103;0,231243785201514;232,682774566871;2023-08-20;0,886066666666667;0,0298277777777778;0,00116388888888889;0,0000444444444444444;360000;0,229275694444444
"104";104;0,223960421553784;232,560669717532;2023-08-20;0,612138888888889;0,0106722222222222;0,0161;0,0000194444444444444;360000;0,159732638888889
"105";105;0,267343618899758;224,606314289551;2023-08-12;0,449447222222222;0;0;0;360000;0,112361805555556
"106";106;0,270696067142126;224,168962650416;2023-08-12;NA;NA;NA;NA;NA;NA
"107";107;0,335034584179084;240,685504032437;2023-08-28;NA;NA;NA;NA;NA;NA
"108";108;0,44227344040155;281,810719297358;2023-10-08;NA;NA;NA;NA;NA;NA
"109";109;0,189782412217028;253,365295349315;2023-09-10;NA;NA;NA;NA;NA;NA
"110";110;0,216639803164071;252,224294543517;2023-09-09;NA;NA;NA;NA;NA;NA
"111";111;0,252619332892209;237,643420563032;2023-08-25;0,101661111111111;0,000141666666666667;0,000147222222222222;0,0000861111111111111;360000;0,0255090277777778
"112";112;0,231521179674019;230,571505038555;2023-08-18;0,390967831392124;0,000293954520244038;0,00014420410427066;0,0000831946755407654;360600;0,0978722961730449
"113";113;0,205775029226061;230,384787151055;2023-08-18;0,897938888888889;0,0514722222222222;0,00103333333333333;0,000372222222222222;360000;0,237704166666667
"114";114;0,212365999799658;233,124907617126;2023-08-21;0,68565;0,0461527777777778;0,0125833333333333;0,0006;360000;0,186246527777778
"115";115;0,211785501174745;234,553017603364;2023-08-22;0,507138888888889;0,0572055555555556;0,000138888888888889;0,0000305555555555556;360000;0,141128472222222
"116";116;0,252943325685919;225,88652770859;2023-08-13;0,0634777777777778;0,000133333333333333;0,0000861111111111111;0,00000555555555555556;360000;0,0159256944444444
"117";117;0,342490937116963;217,196507240238;2023-08-05;0,0193722222222222;0,0000111111111111111;0,00000277777777777778;0;360000;0,00484652777777778
"118";118;0,329437304128078;219,689535549198;2023-08-07;NA;NA;NA;NA;NA;NA
"119";119;0,336319727652153;236,738151881171;2023-08-24;NA;NA;NA;NA;NA;NA
"120";120;0,475981014118588;285,774204978356;2023-10-12;NA;NA;NA;NA;NA;NA
"121";121;0,187355513786315;246,789439934415;2023-09-03;NA;NA;NA;NA;NA;NA
"122";122;0,213354421706754;253,537816093311;2023-09-10;NA;NA;NA;NA;NA;NA
"123";123;0,220568250499127;242,402274214335;2023-08-30;0,716547222222222;0,00240833333333333;0,000425;0,00526111111111111;360000;0,181160416666667
"124";124;0,17718245424112;236,542296724456;2023-08-24;0,782068774265114;0,0116860787576262;0,000732113144758735;0,00285357737104825;360600;0,199335135884637
"125";125;0,187273807903694;226,820713880457;2023-08-14;0,190561111111111;0,00423333333333333;0,000641666666666667;0,000688888888888889;360000;0,04903125
"126";126;0,250181967501703;221,944420144879;2023-08-09;0,0216194444444444;0,0100361111111111;0,0105333333333333;0,00347222222222222;360000;0,0114152777777778
"127";127;0,274376091856539;224,623645076193;2023-08-12;0,104775;0,000025;0;0;360000;0,0262
"128";128;0,284486906548409;222,676295181798;2023-08-10;0,0754333333333333;0,00000277777777777778;0,00000833333333333333;0;360000;0,0188611111111111
"129";129;0,316217225314176;221,144589200827;2023-08-09;0,198822222222222;0,00777777777777778;0;0;360000;0,05165
"130";130;0,283869619808684;226,326940412942;2023-08-14;NA;NA;NA;NA;NA;NA
"131";131;0,293214853492827;232,937362346907;2023-08-20;NA;NA;NA;NA;NA;NA
"132";132;0,339265752820211;242,895548189441;2023-08-30;NA;NA;NA;NA;NA;NA
"133";133;0,163586304468481;243,846534099863;2023-08-31;NA;NA;NA;NA;NA;NA
"134";134;0,179223077813731;249,417090451348;2023-09-06;NA;NA;NA;NA;NA;NA
"135";135;0,180082917553591;253,219129261652;2023-09-10;0,379594444444444;0,0252805555555556;0,00596111111111111;0,00307222222222222;360000;0,103477083333333
"136";136;0,18194490159658;227,333945246373;2023-08-15;0,113283416528009;0,0712035496394897;0,0311896838602329;0,0383777038269551;360600;0,0635135884636717
"137";137;0,2297727009136;221,205566129007;2023-08-09;0,254980555555556;0,0657;0,0105416666666667;0,000591666666666667;360000;0,0829534722222222
"138";138;0,222155150611798;223,795233234476;2023-08-11;0,65045;0,273969444444444;0,0557055555555556;0,00347777777777778;360000;0,245900694444444
"139";139;0,194213205384585;235,400454391296;2023-08-23;0,848047222222222;0,369536111111111;0,0295083333333333;0,0368194444444444;360000;0,320977777777778
"140";140;0,176659799646586;229,502666116692;2023-08-17;0,868247222222222;0,359230555555556;0,0281944444444444;0,00691388888888889;360000;0,315646527777778
"141";141;0,191408153048542;229,545272030864;2023-08-17;NA;NA;NA;NA;NA;NA
"142";142;0,223643004035694;229,701918236457;2023-08-17;NA;NA;NA;NA;NA;NA
"143";143;0,301729395534494;225,445064426709;2023-08-13;NA;NA;NA;NA;NA;NA
"144";144;0,311857564134698;227,565073986116;2023-08-15;NA;NA;NA;NA;NA;NA
"145";145;0,144164103443472;256,299994583944;2023-09-13;NA;NA;NA;NA;NA;NA
"146";146;0,172219743768437;272,112249069876;2023-09-29;0,736925;0,269302777777778;0,0309333333333333;0,00365;360000;0,260202777777778
"147";147;0,155343017775522;261,036896360041;2023-09-18;0,913747222222222;0,747097222222222;0,164566666666667;0,0165916666666667;360000;0,460500694444444
"148";148;0,124387082452813;242,931885769543;2023-08-30;0,857459789240155;0,64077648363838;0,490354963948974;0,176891292290627;360600;0,541370632279534
"149";149;0,123832744689935;239,154779234446;2023-08-27;NA;NA;NA;NA;NA;NA
"150";150;0,124794522689626;233,662348669095;2023-08-21;NA;NA;NA;NA;NA;NA
"151";151;0,169847394863609;231,067964452948;2023-08-19;NA;NA;NA;NA;NA;NA
"152";152;0,140596278091834;230,055509821046;2023-08-18;NA;NA;NA;NA;NA;NA
"153";153;0,110745630285237;234,486072116535;2023-08-22;NA;NA;NA;NA;NA;NA
"154";154;0,136611525664193;230,406942591198;2023-08-18;NA;NA;NA;NA;NA;NA
"155";155;0,235033594475681;229,007055144251;2023-08-17;NA;NA;NA;NA;NA;NA
"156";156;0,300892961771751;224,978614337491;2023-08-12;NA;NA;NA;NA;NA;NA
"157";157;0,174206840923944;256,286235709667;2023-09-13;NA;NA;NA;NA;NA;NA
"158";158;0,18230177519672;275,560252273004;2023-10-02;NA;NA;NA;NA;NA;NA
"159";159;0,161912702960763;292,436462587091;2023-10-19;NA;NA;NA;NA;NA;NA
"160";160;0,09802828271313;239,137737877543;2023-08-27;NA;NA;NA;NA;NA;NA
"161";161;0,11284288895331;246,355088506578;2023-09-03;NA;NA;NA;NA;NA;NA
"162";162;0,163494107207953;225,102610840229;2023-08-13;NA;NA;NA;NA;NA;NA
"163";163;0,191162177794467;222,068979519197;2023-08-10;NA;NA;NA;NA;NA;NA
"164";164;0,158922585073014;229,331669891402;2023-08-17;NA;NA;NA;NA;NA;NA
"165";165;0,107073290957487;236,628555690349;2023-08-24;NA;NA;NA;NA;NA;NA
"166";166;0,099764778186;225,957158950128;2023-08-13;NA;NA;NA;NA;NA;NA
"167";167;0,177365294104675;227,042488812967;2023-08-15;NA;NA;NA;NA;NA;NA
"168";168;0,270307062259235;226,23740164407;2023-08-14;NA;NA;NA;NA;NA;NA
