X,Y,id,snow.auc,snow.av,2022-07-09,2022-07-19,2022-07-29,2022-08-04,2022-08-13
314985,6763335,166,0,0,0,0,0,0,0
315015,6763335,167,0,0,0,0,0,0,0
315045,6763335,168,0,0,0,0,0,0,0
315075,6763335,169,0,0,0,0,0,0,0
315105,6763335,170,0,0,0,0,0,0,0
315135,6763335,171,0.0275,0.001375,0.0055,0,0,0,0
315165,6763335,172,0,0,0,0,0,0,0
315195,6763335,173,0,0,0,0,0,0,0
314925,6763305,180,0,0,0,0,0,0,0
314955,6763305,181,0,0,0,0,0,0,0
314985,6763305,182,0,0,0,0,0,0,0
315015,6763305,183,0,0,0,0,0,0,0
315045,6763305,184,0,0,0,0,0,0,0
315075,6763305,185,0,0,0,0,0,0,0
315105,6763305,186,0,0,0,0,0,0,0
315135,6763305,187,0,0,0,0,0,0,0
315165,6763305,188,0.159611111111111,0.00798055555555555,0.0319222222222222,0,0,0,0
315195,6763305,189,0,0,0,0,0,0,0
314985,6763275,198,0,0,0,0,0,0,0
315015,6763275,199,0,0,0,0,0,0,0
315045,6763275,200,0,0,0,0,0,0,0
315075,6763275,201,0,0,0,0,0,0,0
315105,6763275,202,0,0,0,0,0,0,0
315135,6763275,203,0.303236111111111,0.0151618055555556,0.0606472222222222,0,0,0,0
315165,6763275,204,0.000638888888888889,3.19444444444444e-05,0.000127777777777778,0,0,0,0
315045,6763245,216,0,0,0,0,0,0,0
315075,6763245,217,0,0,0,0,0,0,0
315105,6763245,218,0.115208333333333,0.00573680555555556,0.0228527777777778,9.44444444444444e-05,0,0,0
315135,6763245,219,0.465180555555556,0.0232590277777778,0.0930361111111111,0,0,0,0
315165,6763245,220,0.000166666666666667,8.33333333333333e-06,3.33333333333333e-05,0,0,0,0
315105,6763215,234,1.10618611111111,0.0458854166666667,0.145375,0.0369888888888889,0.00117777777777778,0,0
315135,6763215,235,0,0,0,0,0,0,0
